16694::Dil Holi (2023) [Hindi]::Drama|Social
30773::Nuvvu Manasu (1973) [Telugu]::Mythology
6670::Zindagi Mohabbat (1998) [Hindi]::Horror|Thriller
8305::Mere Dastaan (1996) [Hindi]::Romance|Social
43234::Njanum Samayam (2023) [Malayalam]::Drama
31568::Iddaru Prema (2016) [Telugu]::Musical
22654::Urimai Bhoomi (2005) [Tamil]::Comedy|Devotional|Romance
18792::Dil Baisakhi (2001) [Hindi]::Drama
35064::Mana Prema (1983) [Telugu]::Comedy|Mythology|Romance
30524::Mana Katha (2011) [Telugu]::Action|Comedy
51136::Mon Aaloy (2002) [Bengali]::Drama|Romance
53982::Prothom Raat (1978) [Bengali]::Family
35315::Nenu Rekkalu (1994) [Telugu]::Comedy|Romance
668::Zindagi Eid (1970) [Hindi]::Historical
3179::Mere Roshni (1999) [Hindi]::Action|Romance
28412::Mudhal Vaali (2013) [Tamil]::Drama|Family
50347::Jibon Shokal (2024) [Bengali]::Sports|Thriller
39853::Namma Mazha (1992) [Malayalam]::Drama
36465::Iddaru Gunde (1985) [Telugu]::Social
26110::Kadal Kavithai (1990) [Tamil]::Comedy|Musical
32652::Mana Premalo (2010) [Telugu]::Action|Drama
41026::Njan Neram (1969) [Malayalam]::Action|Thriller
54175::Man Khel (1959) [Marathi]::Action|Comedy
50569::Jibon Aaloy (2020) [Bengali]::Mythology|Social
39187::Mera Veedu (2000) [Malayalam]::Drama|Horror
8390::Main Roshni (2010) [Hindi]::Biographical
3550::Pyaar Dastaan (1968) [Hindi]::Comedy|War
55963::Dil Gaon (1997) [Marathi]::Comedy
28800::Nenjam Vaazhkai (2006) [Tamil]::Devotional|Sports
29243::Nuvvu Bandham (2019) [Telugu]::War
26017::Urimai Kadhal (1979) [Tamil]::Drama
33661::Mana Lokam (2017) [Telugu]::Musical
52312::Amar Aaloy (1974) [Bengali]::Devotional|Historical
2538::Aaj Dastaan (2025) [Hindi]::Horror
44598::Mana Belaku (1995) [Kannada]::Family|Romance|War
36283::Nuvvu Rekkalu (1972) [Telugu]::Family|Historical
9000::Kuch Yaadein (1981) [Hindi]::Drama
7747::Mere Zindagi (2023) [Hindi]::Art House|Horror|War
58400::Yaar Mutiyaar (2012) [Punjabi]::Political|Romance|Thriller
51415::Jibon Prohor (1976) [Bengali]::Action|Comedy|War
18628::Kuch Raaz (1975) [Hindi]::Romance
21426::Kannu Nanban (1994) [Tamil]::Comedy|Drama
32436::Raja Gunde (2024) [Telugu]::Comedy
38319::Aaru Samayam (1962) [Malayalam]::Biographical
52342::Tomar Kotha (2007) [Bengali]::Comedy|Family
15678::Pyaar Mohabbat (1971) [Hindi]::Social
3777::Aaj Bandhan (1999) [Hindi]::Political|Romance
45864::Jeeva Kanasu (2011) [Kannada]::Crime
42810::Priya Navratri (2020) [Malayalam]::Social|Sports
23942::Nenjam Kavithai (1962) [Tamil]::Historical|Musical|Social
57072::Singh Sardaar (2023) [Punjabi]::Romance
32216::Oka Cheruvu (1992) [Telugu]::Drama
18127::Aaj Ishq (2007) [Hindi]::Action|Biographical
12022::Tum Bandhan (2006) [Hindi]::Social
40214::Njan Lokam (1971) [Malayalam]::Comedy
52992::Prothom Shondhya (2025) [Bengali]::Action|Thriller|War
11091::Ek Yaadein (2011) [Hindi]::Action|Devotional|Family
38497::Priya Jeevitham (2016) [Malayalam]::Documentary|Musical
54033::Tumcha Vishwas (2018) [Marathi]::Drama|Romance
16406::Aaj Dastaan (2010) [Hindi]::Romance|Sports
57085::Munde Mutiyaar (1980) [Punjabi]::Comedy|Devotional|Family
31327::Oka Prema (2004) [Telugu]::Drama
892::Zindagi Ishq (2012) [Hindi]::Action|Mythology|Thriller
19377::Ishq Yaadein (2007) [Hindi]::Action|Devotional|Political
51951::Shesh Kotha (1972) [Bengali]::Romance
11654::Pyaar Dastaan (1997) [Hindi]::Action|Family
46688::Nanna Kanasu (1998) [Kannada]::Drama|Romance
3442::Ishq Ishq (2003) [Hindi]::Musical|Romance
8338::Kuch Yaadein (2002) [Hindi]::Family|Horror
44742::Mana Belaku (2017) [Kannada]::Social
10871::Ishq Navratri (1995) [Hindi]::Devotional
58502::Tera Dil (1979) [Punjabi]::Historical
6996::Mere Dastaan (2001) [Hindi]::Biographical|Drama
20736::Kadal Kadhalan (2002) [Tamil]::Documentary|Folk|Social
52201::Mon Kotha (2008) [Bengali]::Drama|Political
27092::Kannu Nanban (2018) [Tamil]::Comedy|Crime|Drama
35869::Nuvvu Bandham (1966) [Telugu]::Family|Romance
46050::Nanna Sangama (1951) [Kannada]::Action|Historical
2341::Aaj Roshni (2020) [Hindi]::Action|Social
29795::Nuvvu Rekkalu (1980) [Telugu]::Drama|Historical
42819::Njanum Sneham (1987) [Malayalam]::Musical|Social
21072::Thamizh Pongal (2000) [Tamil]::Drama|Romance
40801::Aaru Jeevitham (1974) [Malayalam]::Action|War
19414::Dil Dastaan (2012) [Hindi]::Musical|Romance|Thriller
36758::Iddaru Bandham (1983) [Telugu]::Drama|Romance
17936::Ishq Zindagi (1970) [Hindi]::Folk
43962::Priya Christmas (1975) [Malayalam]::Comedy|Family
9368::Main Bandhan (2013) [Hindi]::Social|War
28400::Thamizh Kadhal (1968) [Tamil]::Drama|Romance
4595::Ishq Holi (1980) [Hindi]::Romance|Social|War
59101::Munde Mera (2016) [Punjabi]::Comedy|Historical|Romance
53276::Shudhu Jibon (1956) [Bengali]::Romance
31259::Iddaru Premalo (2001) [Telugu]::Romance|Social
39281::Ee Lokam (1984) [Malayalam]::Biographical|Musical
18626::Pyaar Dastaan (2019) [Hindi]::Social|Thriller
43626::Namma Jeevitham (2013) [Malayalam]::Action|Family|Thriller
13614::Mere Safar (2014) [Hindi]::Drama
3612::Kuch Roshni (2011) [Hindi]::Devotional|Thriller
43298::Mera Mazha (2019) [Malayalam]::Political|Sports
47340::Prema Geethe (2018) [Kannada]::Action
31419::Oka Rekkalu (1965) [Telugu]::Comedy|Family|Horror
8283::Aaj Ishq (2004) [Hindi]::Drama|Thriller
21538::Thalaiva Manam (1988) [Tamil]::Crime|Mythology|Romance
22063::Thalaiva Thalaivan (2009) [Tamil]::Comedy
60::Mere Raaz (2022) [Hindi]::Folk|Horror
50471::Prothom Shondhya (2024) [Bengali]::Folk|Historical
1373::Main Safar (2005) [Hindi]::Comedy|Family
53730::Prothom Jibon (2015) [Bengali]::Family|Romance
4591::Tum Kahani (2018) [Hindi]::Action|Drama
6599::Dil Bandhan (1991) [Hindi]::Comedy|Devotional
14824::Zindagi Yaadein (1995) [Hindi]::Action|Drama|Family
39169::Oru Premam (2025) [Malayalam]::Musical|Social
1198::Ishq Kahani (2013) [Hindi]::Drama|Historical
51392::Ami Jibon (1976) [Bengali]::Social
57014::Singh Gabru (1950) [Punjabi]::Folk|Horror
8727::Tum Raaz (1982) [Hindi]::Comedy|Social
21716::Thiru Manam (1980) [Tamil]::Devotional
8825::Kuch Mohabbat (2002) [Hindi]::Comedy|Sports
55088::Prema Ahe (2024) [Marathi]::Romance
15618::Zindagi Kahani (1984) [Hindi]::Crime
30762::Adavi Prema (1990) [Telugu]::Romance|War
50166::Amar Jibon (2019) [Bengali]::Action|Documentary
13005::Zindagi Bandhan (2016) [Hindi]::Biographical|Musical
40093::Ente Veedu (2016) [Malayalam]::Social
33834::Nenu Cheruvu (1988) [Telugu]::Family|Political
44182::Ninna Sangama (2012) [Kannada]::Action|War
11104::Mere Roshni (2025) [Hindi]::Musical|Romance
24048::Kannu Neram (2023) [Tamil]::Drama|Horror|Romance
21718::Urimai Vaali (2009) [Tamil]::Devotional|Romance
8419::Aaj Bandhan (2012) [Hindi]::Political|Social
52949::Amar Kotha (1951) [Bengali]::Horror|Social|Sports
30068::Iddaru Katha (1977) [Telugu]::Art House|Drama
54870::Sukh Prem (1973) [Marathi]::Devotional|Romance
5911::Pyaar Safar (1984) [Hindi]::Historical|Musical
28979::Kaadhal Neram (2007) [Tamil]::Action
14022::Ishq Zindagi (1954) [Hindi]::Action
35108::Nenu Premalo (2020) [Telugu]::Drama|Musical
18996::Dil Dastaan (1974) [Hindi]::Drama|Romance
41160::Mera Neram (2004) [Malayalam]::Family|Thriller
24437::Kaadhal Nanban (1985) [Tamil]::Drama
19658::Aaj Ishq (1975) [Hindi]::Devotional|Mythology
23015::Nenjam Manam (1983) [Tamil]::Drama|Romance
54037::Jiv Rang (2000) [Marathi]::Comedy|Drama
49945::Nanna Geethe (2020) [Kannada]::Family|Political
47435::Gelathi Sangama (1963) [Kannada]::Drama|Musical
47978::Nanna Jeevana (2007) [Kannada]::Comedy|Folk
46711::Ninna Belaku (1991) [Kannada]::Comedy|Drama
59035::Tera Yaari (2017) [Punjabi]::Drama|Musical
33472::Prema Baisakhi (2008) [Telugu]::Political|War
30863::Prema Manasu (1991) [Telugu]::Comedy
8261::Pyaar Kahani (2002) [Hindi]::Comedy|Historical
31151::Oka Rahasyam (1964) [Telugu]::Comedy|Sports|Thriller
11807::Main Yaadein (2009) [Hindi]::Romance
32686::Nuvvu Premalo (2022) [Telugu]::Romance|War
53786::Ek Shokal (2009) [Bengali]::Family|Romance
6532::Main Eid (2018) [Hindi]::Horror|Thriller
14160::Kuch Kahani (1981) [Hindi]::Action|Mythology
39706::Aaru Premam (2016) [Malayalam]::Historical|Musical|Political
20907::Kaadhal Vaali (1978) [Tamil]::Horror|Romance
12809::Pyaar Zindagi (2023) [Hindi]::Comedy|Family|Sports
40990::Namma Sneham (2020) [Malayalam]::Comedy|Family|Romance
25145::Kaadhal Vaali (2000) [Tamil]::Devotional|Drama
42655::Ee Sneham (2017) [Malayalam]::Comedy|Romance
20958::Nenjam Kavithai (2016) [Tamil]::Comedy|Family|Romance
36688::Oka Durga Puja (1999) [Telugu]::Drama|Musical
26805::Kadal Holi (1985) [Tamil]::Romance
46326::Krishna Sangama (2015) [Kannada]::Sports
31845::Oka Premalo (1983) [Telugu]::Horror|Sports
15893::Main Raaz (2023) [Hindi]::Romance|Social
9332::Mere Safar (2009) [Hindi]::Family|Historical|Romance
50700::Ek Kotha (1985) [Bengali]::Historical|Romance
12507::Ishq Roshni (2014) [Hindi]::Drama|Social
44623::Krishna Kathe (2014) [Kannada]::Drama|Musical
59439::Munde Sardar (2020) [Punjabi]::Action|Comedy|Sports
23416::Thiru Nanban (1952) [Tamil]::Folk|Historical
94::Kuch Zindagi (1991) [Hindi]::Comedy|Romance
52819::Shudhu Aaloy (2025) [Bengali]::Drama|Social
21950::Urimai Manam (2011) [Tamil]::Documentary|Romance
14413::Mere Pongal (2003) [Hindi]::Crime|Historical|Social
5787::Main Yaadein (2000) [Hindi]::Comedy|Family|Historical
2840::Ishq Ishq (2001) [Hindi]::Comedy
2496::Zindagi Mohabbat (2022) [Hindi]::Comedy|Family
5293::Zindagi Ishq (1971) [Hindi]::War
14621::Zindagi Raaz (1994) [Hindi]::Drama|Family|Historical
7869::Zindagi Roshni (2004) [Hindi]::Crime|Drama
31819::Naa Prema (1977) [Telugu]::Drama|Romance
42762::Oru Dinam (2006) [Malayalam]::Devotional|Sports
38899::Kali Kadha (2019) [Malayalam]::Comedy|Musical|War
52680::Jibon Jibon (2009) [Bengali]::Sports
6900::Mere Zindagi (2006) [Hindi]::Action
52812::Jibon Bhalobasha (2004) [Bengali]::Sports|Thriller
44673::Mana Ranga (1959) [Kannada]::Biographical|Drama|Romance
21593::Mudhal Nanban (1961) [Tamil]::Political|Sports
1805::Pyaar Mohabbat (1977) [Hindi]::Action|Mythology|Social
13552::Aaj Ishq (1990) [Hindi]::Devotional|Folk
32653::Meeru Premalo (1957) [Telugu]::Political
26357::Kadal Manam (2025) [Tamil]::Drama|Social
49515::Gelathi Geethe (2005) [Kannada]::Action|Family|Mythology
6361::Tum Ishq (1953) [Hindi]::Drama|Social|War
28736::Aayirathil Kavithai (2025) [Tamil]::Family|War
34146::Adavi Premalo (2020) [Telugu]::Comedy
35166::Mana Premalo (2013) [Telugu]::Drama|Historical|Social
43010::Njanum Jeevitham (1992) [Malayalam]::Comedy|Drama
11275::Dil Safar (2017) [Hindi]::Historical|Political|Romance
19177::Ishq Yaadein (2017) [Hindi]::Drama|Sports
53602::Ek Shokal (1981) [Bengali]::Drama|Folk|Thriller
44874::Nanna Sangama (2000) [Kannada]::Biographical|Drama
18886::Kuch Kahani (1951) [Hindi]::Comedy
33904::Adavi Rahasyam (2007) [Telugu]::Action|Drama
28133::Kadal Kadhalan (1983) [Tamil]::Sports
50380::Tomar Kotha (2006) [Bengali]::Drama
53117::Shudhu Shondhya (2003) [Bengali]::Musical|Political
40830::Mera Kadha (2016) [Malayalam]::Horror|Social
7706::Ek Yaadein (1980) [Hindi]::Romance|Sports
38208::Njanum Mazha (2025) [Malayalam]::Action|Romance
51275::Jibon Jibon (1950) [Bengali]::Drama|Musical
21532::Thalaiva Bhoomi (1964) [Tamil]::Action|Devotional
2184::Zindagi Ishq (2016) [Hindi]::Family|Social
41074::Priya Jeevitham (2008) [Malayalam]::Musical|Romance
3245::Kuch Bandhan (2020) [Hindi]::Action|Devotional
22638::Thiru Kadhalan (2025) [Tamil]::Comedy|Political|Romance
13749::Kuch Zindagi (2005) [Hindi]::Historical|Romance
34153::Nenu Bandham (2010) [Telugu]::Comedy|Romance
974::Aaj Mohabbat (2003) [Hindi]::Drama|Romance
28664::Kadal Nanban (2011) [Tamil]::Comedy|Romance|Social
14817::Zindagi Kahani (1963) [Hindi]::Drama|Thriller
53997::Bondhu Prohor (1982) [Bengali]::Comedy|Folk
46940::Surya Preethi (2009) [Kannada]::Action|Family
9045::Tum Zindagi (2004) [Hindi]::Art House
12362::Tum Raaz (2020) [Hindi]::Historical|Social
608::Pyaar Safar (2018) [Hindi]::Comedy|Folk
52286::Jibon Aaloy (2016) [Bengali]::Crime|Social
24143::Aayirathil Ganesh Chaturthi (2012) [Tamil]::Social
2791::Aaj Yaadein (1986) [Hindi]::Biographical|Historical|War
52177::Jibon Shondhya (2021) [Bengali]::Comedy|Social
43632::Oru Kadha (2006) [Malayalam]::Family|Sports
19816::Dil Dastaan (2011) [Hindi]::Crime|Musical
29693::Prema Bandham (1997) [Telugu]::Comedy|Devotional|Family
37810::Meeru Bandham (1981) [Telugu]::Horror|Musical
42995::Namma Pongal (1995) [Malayalam]::Biographical|Family
42229::Kali Neram (2013) [Malayalam]::Action|Historical
1485::Zindagi Dastaan (2009) [Hindi]::Historical|Social
21842::Nenjam Kadhalan (2005) [Tamil]::Action|Historical|Romance
51792::Bondhu Diwali (2019) [Bengali]::Mythology|Romance
52049::Shudhu Raat (2019) [Bengali]::Devotional|Drama
9696::Zindagi Dastaan (1999) [Hindi]::Comedy|Drama
57953::Munde Pyaar (1976) [Punjabi]::Drama|Romance
4631::Pyaar Raaz (2025) [Hindi]::Action|Comedy|Mythology
26807::Aayirathil Thalaivan (1989) [Tamil]::Action|Drama
13908::Mere Safar (2022) [Hindi]::Action
29934::Nuvvu Rahasyam (2017) [Telugu]::Comedy|Historical
1523::Kuch Roshni (2008) [Hindi]::Musical|War
6362::Dil Ishq (2000) [Hindi]::Musical|Political
51837::Tomar Raat (1962) [Bengali]::Action|Folk
31227::Nenu Lokam (2005) [Telugu]::Musical|Social
7812::Tum Roshni (1998) [Hindi]::Family|Folk
25953::Aayirathil Thalaivan (2001) [Tamil]::Drama|Mythology
41150::Kali Jeevitham (2004) [Malayalam]::Drama
13260::Ek Zindagi (2014) [Hindi]::Political|Sports
26759::Urimai Kadhal (1965) [Tamil]::Action|Social
23052::Mudhal Kavithai (2002) [Tamil]::Musical
24427::Urimai Neram (2017) [Tamil]::Crime|Family
9766::Mere Zindagi (1984) [Hindi]::Musical
38504::Ee Sneham (1987) [Malayalam]::Action|Historical|Musical
19278::Ishq Yaadein (2019) [Hindi]::Family|Romance
35094::Adavi Premalo (1977) [Telugu]::Family|Musical
17325::Kuch Kahani (1992) [Hindi]::Biographical|Thriller
48582::Surya Kanasu (1990) [Kannada]::Drama|War
3062::Kuch Baisakhi (2023) [Hindi]::Musical|Thriller
1967::Mere Ishq (2004) [Hindi]::Historical|Musical
33959::Adavi Rahasyam (1953) [Telugu]::Musical|Social
56069::Sukh Ahe (2002) [Marathi]::Drama|Historical
36771::Raja Diwali (1978) [Telugu]::Action|Devotional|War
48758::Krishna Preethi (2025) [Kannada]::Political
44639::Hrudaya Habba (1982) [Kannada]::Action|Romance
56025::Dil Vishwas (2015) [Marathi]::Family
37708::Raja Rahasyam (2017) [Telugu]::Drama|Thriller
37726::Iddaru Cheruvu (1952) [Telugu]::Political|Social
22344::Kannu Bhoomi (2025) [Tamil]::Family|Folk|Romance
25579::Thiru Manam (1998) [Tamil]::Social|Thriller
38470::Priya Jeevitham (2002) [Malayalam]::Family|Social
36073::Iddaru Premalo (2025) [Telugu]::Comedy|Social
48078::Prema Habba (2009) [Kannada]::Action|Romance|Thriller
16427::Aaj Zindagi (2015) [Hindi]::Folk|Mythology
51377::Amar Kotha (1992) [Bengali]::Action|Political
51252::Shudhu Golpo (2010) [Bengali]::Drama|Romance
52899::Shesh Shondhya (1954) [Bengali]::Documentary|Political
9594::Aaj Holi (2011) [Hindi]::Drama|Social
4422::Ek Ishq (1975) [Hindi]::Comedy|Romance
33769::Prema Katha (1960) [Telugu]::Devotional
57746::Singh Pongal (2009) [Punjabi]::Comedy|Family
47616::Gelathi Preethi (2024) [Kannada]::Drama|Social
54259::Aamcha Ahe (2016) [Marathi]::Drama|Romance
47633::Hrudaya Kathe (2018) [Kannada]::Crime
48353::Ninna Sangama (1995) [Kannada]::Crime|Devotional
46179::Nanna Jodi (1976) [Kannada]::Action|Biographical
15775::Aaj Bandhan (1992) [Hindi]::Comedy
52161::Shudhu Kotha (1951) [Bengali]::Comedy|Social
41826::Ente Sneham (2023) [Malayalam]::Devotional|Thriller
56017::Dil Dhaga (2022) [Marathi]::Comedy|Sports
25320::Urimai Kadhalan (2014) [Tamil]::Folk|Horror|Musical
37833::Raja Manasu (2017) [Telugu]::Family|Social
39918::Ente Veedu (2000) [Malayalam]::Action|Comedy
5007::Mere Yaadein (1986) [Hindi]::Drama|Sports
3564::Main Ishq (2025) [Hindi]::Musical
29559::Mana Manasu (2005) [Telugu]::Comedy|Mythology|Romance
50419::Amar Christmas (2013) [Bengali]::Comedy|Drama
31435::Raja Katha (2016) [Telugu]::Historical|Social
45819::Kannu Kanasu (1993) [Kannada]::Comedy|Social
55736::Sukh Ahe (1981) [Marathi]::Action|Drama|Family
28805::Thamizh Neram (1999) [Tamil]::Romance|Social
8694::Mere Raaz (1976) [Hindi]::Comedy
30469::Iddaru Lokam (1955) [Telugu]::Action|Romance
12168::Ishq Roshni (2015) [Hindi]::Social
26774::Thalaiva Nanban (2013) [Tamil]::Family
29508::Nuvvu Gunde (1995) [Telugu]::Sports
41182::Mera Mazha (1984) [Malayalam]::Comedy|Romance
6639::Ishq Roshni (2019) [Hindi]::Musical|Romance|Sports
33450::Naa Gunde (2014) [Telugu]::Devotional
23513::Thamizh Neram (2025) [Tamil]::Biographical|Drama|Political
57331::Singh Dil (1981) [Punjabi]::Comedy|Musical|Social
42807::Priya Jeevitham (2021) [Malayalam]::Biographical|Drama
4903::Aaj Zindagi (1976) [Hindi]::Sports|War
1827::Aaj Pongal (2013) [Hindi]::Historical|War
24008::Urimai Kavithai (1997) [Tamil]::Comedy|Drama
18794::Mere Zindagi (2018) [Hindi]::Sports|Thriller
29120::Nuvvu Katha (1950) [Telugu]::Drama|War
52507::Jibon Bristi (1965) [Bengali]::Comedy|Drama|Historical
5365::Ek Dastaan (2001) [Hindi]::Drama
47922::Jeeva Ranga (2019) [Kannada]::Devotional
44481::Nanna Jodi (1954) [Kannada]::Comedy
24484::Thalaiva Neram (1999) [Tamil]::Mythology
45529::Prema Preethi (1984) [Kannada]::Comedy|Family
737::Main Pongal (1984) [Hindi]::Drama|Musical
56631::Dil Khel (1991) [Marathi]::Historical
17614::Aaj Safar (2015) [Hindi]::Art House|Historical
15321::Mere Ishq (1990) [Hindi]::Comedy|Folk|War
27898::Mudhal Vaazhkai (1993) [Tamil]::Crime|Drama|Family
45572::Hrudaya Sangama (2012) [Kannada]::Drama|Mythology|Thriller
14962::Main Ishq (2014) [Hindi]::Romance|Thriller
33828::Naa Premalo (1959) [Telugu]::Musical|Romance
17112::Tum Mohabbat (2020) [Hindi]::Drama
55336::Maza Khel (2024) [Marathi]::Historical|Thriller
10782::Dil Dastaan (2007) [Hindi]::Romance|Thriller
52218::Ami Golpo (1979) [Bengali]::Documentary|Family|Romance
37844::Prema Manasu (1995) [Telugu]::Romance
53340::Ami Shondhya (2013) [Bengali]::Action|Comedy|Historical
7217::Aaj Roshni (2021) [Hindi]::Comedy|Horror|Social
13148::Aaj Bandhan (1997) [Hindi]::Family
24655::Kadal Nanban (2025) [Tamil]::Drama
40685::Ente Premam (2022) [Malayalam]::Historical|Romance
43128::Oru Veedu (1986) [Malayalam]::Biographical|Romance
15829::Ek Raaz (2000) [Hindi]::Action|Folk
57442::Mera Gabru (1979) [Punjabi]::Musical|Romance
9560::Main Dastaan (2004) [Hindi]::Comedy|Romance
13449::Zindagi Mohabbat (1950) [Hindi]::Devotional|Romance
33334::Adavi Rahasyam (2024) [Telugu]::Comedy|Sports
